invoice_id,customer_id,subscription_id,issue_date,due_date,subtotal,tax,total,paid_amount,payment_status,paid_date,payment_method,currency
INV-00746,CUST-0254,SUB-00368,"Dec 29, 2023",2024/01/13,EUR 1151.80,EUR 0.00,EUR 1151.80,EUR 1151.80,paid,2024-01-13,credit_card,USD
INV-01994,CUST-0049,SUB-00782,2022/12/30,2023-02-28,USD 33.35,USD 2.67,USD 36.02,USD 13.39,partial,23/03/2023,Credit Card,USD
INV-01160,CUST-0120,SUB-00062,2025/11/21,20/01/2026,$311.09,$0.00,$311.09,$311.09,paid,18/01/2026,Credit Card,AED
INV-02174,CUST-0195,SUB-00275,2023/03/13,27-Apr-2023,$188.10,$24.45,$212.55,,Overdue,,bank_transfer,EUR
INV-02772,CUST-0492,SUB-00567,2023-06-17,08/01/2023 00:00,$689.62,$137.92,$827.54,$827.54,paid,08-06-2023,paypal,USD
INV-01391,CUST-0289,SUB-00112,2024-04-18,05-18-2024,EUR 947.26,EUR 75.78,EUR 1023.04,EUR 1023.04,paid,2024/07/17,,USD
INV-02636,CUST-0219,SUB-00209,"May 20, 2025",06/19/2025 00:00,$1167.89,$0.00,$1167.89,$1167.89,paid,2025-06-17T00:00:00,Credit Card,AED
INV-02677,CUST-0013,SUB-00119,2023-04-15T00:00:00,30/04/2023,$1180.09,$94.41,$1274.50,$1274.50,paid,15/05/2023,paypal,GBP
INV-02277,CUST-0036,SUB-00501,2023/03/03,02-Apr-2023,$ 571.10,$ 45.69,$ 616.79,$ 616.79,paid,05-Apr-2023,paypal,EUR
INV-02739,CUST-0022,SUB-00685,2022-07-29T00:00:00,08/28/2022 00:00,$1073.70,$139.58,$1213.28,$1213.28,paid,2022-09-17,Credit Card,AED
INV-02756,CUST-0469,SUB-00285,2025-02-20T00:00:00,2025/04/21,$598.09,$107.66,$705.75,0,Overdue,,Credit Card,EUR
INV-00964,CUST-0286,SUB-00621,"Sep 18, 2022","Oct 18, 2022",921.55,0.00,921.55,,unpaid,,,EUR
INV-01397,CUST-0450,SUB-00165,2025-07-29,2025-08-28T00:00:00,$476.95,$62.00,$538.95,$538.95,paid,08-27-2025,paypal,USD
INV-01336,CUST-0261,SUB-00075,03/30/2025 00:00,2025/05/29,$659.85,$65.98,$725.83,$725.83,paid,2025-05-28,bank_transfer,EUR
INV-00377,CUST-0449,SUB-00493,29/08/2025,2025-10-13,EUR 897.14,EUR 179.43,EUR 1076.57,EUR 1076.57,paid,"Oct 12, 2025",bank_transfer,EUR
INV-00797,CUST-0252,SUB-00651,17/04/2024,2024/06/16,EUR 463.02,EUR 0.00,EUR 463.02,EUR 463.02,paid,09/14/2024 00:00,credit_card,USD
INV-02190,CUST-0208,SUB-00260,10-16-2023,11/15/2023 00:00,1003.97,180.71,1184.68,1184.68,paid,2023/11/20,paypal,USD
INV-02659,CUST-0086,SUB-00528,"Feb 05, 2025",2025-03-07T00:00:00,$422.16,$69.89,$443.27,$443.27,paid,2025/04/06,wire,USD
INV-02187,CUST-0219,SUB-00702,11-13-2023,2023-12-13,USD 324.04,USD 58.33,USD 382.37,USD 382.37,paid,12/18/2023 00:00,paypal,AED
INV-02225,CUST-0093,SUB-00735,2022/10/22,12/21/2022 00:00,$1129.99,$56.50,$1186.49,$1186.49,paid,02/04/2023 00:00,wire,EUR
INV-00035,CUST-0323,SUB-00021,2024/10/24,2024-11-23T00:00:00,USD 628.13,USD 50.25,USD 678.38,USD 678.38,paid,11/26/2024 00:00,paypal,USD
INV-00948,CUST-0092,SUB-00169,31/05/2024,07/30/2024 00:00,EUR 1031.92,EUR 0.00,EUR 1031.92,EUR 1031.92,paid,2024/08/29,Credit Card,EUR
INV-01222,CUST-0341,SUB-00500,09/05/2024 00:00,05-Oct-2024,EUR 274.10,EUR 27.41,EUR 301.51,EUR 301.51,paid,"Jan 03, 2025",credit_card,GBP
INV-02289,CUST-0435,SUB-00047,2022-07-10,2022-08-09,$876.42,$0.00,$876.42,$539.09,partial,2022-08-13,PAYPAL,USD
INV-01045,CUST-0240,SUB-00494,"Aug 18, 2024",09/02/2024 00:00,$1090.79,$54.54,$1145.33,0.00,unpaid,null,credit_card,USD
INV-01554,CUST-0227,SUB-00602,2024/09/27,2024-11-11,766.65,153.33,919.98,,unpaid,N/A,paypal,GBP
INV-02421,CUST-0397,SUB-00229,2025-11-20T00:00:00,2025-12-05T00:00:00,$835.12,$66.81,$901.93,$901.93,paid,"Dec 10, 2025",Credit Card,AED
INV-02328,CUST-0035,SUB-00468,2022/12/31,2023-01-30,$588.47,$47.08,$635.55,$635.55,paid,03/16/2023 00:00,wire,USD
INV-00670,CUST-0341,SUB-00146,2025-06-16T00:00:00,2025/07/16,$868.56,$112.91,$981.47,0.00,unpaid,null,wire,GBP
INV-00094,CUST-0227,SUB-00278,03/01/2023,2023-02-02,$ 835.49,$ 150.39,$ 985.88,$ 985.88,paid,2023-02-05,Credit Card,AED
INV-00417,CUST-0202,SUB-00111,2024/11/01,2024/12/01,31.67,2.53,34.20,34.20,paid,2024-12-04,Credit Card,USD
INV-01969,CUST-0230,SUB-00724,02/03/2024 00:00,03/04/2024 00:00,$1188.54,$59.43,$1247.97,$1247.97,paid,2024-05-03T00:00:00,paypal,AED
INV-02194,CUST-0455,SUB-00075,05-03-2025,02/06/2025,235.11,30.56,265.67,265.67,paid,2025-06-02T00:00:00,,USD
INV-01130,CUST-0098,SUB-00273,06/05/2023 00:00,2023/07/05,AED 105.10,AED 13.66,AED 118.76,0.00,UNPAID,N/A,Credit Card,USD
INV-01653,CUST-0074,SUB-00464,25-Feb-2024,2024/04/10,USD 256.01,USD 51.20,USD 307.21,USD 307.21,paid,04/13/2024 00:00,paypal,EUR
INV-02338,CUST-0465,SUB-09017,29-Mar-2025,13-May-2025,$894.54,$71.56,$966.10,$966.10,paid,"Jun 27, 2025",Credit Card,USD
INV-01434,CUST-0422,SUB-00117,21/11/2025,12/21/2025 00:00,USD 486.17,USD 0.00,USD 486.17,USD 486.17,paid,"Mar 21, 2026",wire,EUR
INV-00343,CUST-0108,SUB-00372,08/02/2025,2025-04-09,779.31,140.28,919.59,919.59,paid,"Jul 08, 2025",Credit Card,GBP
INV-02957,CUST-0182,SUB-00225,2024-02-04,2024-03-20,864.96,155.69,1020.65,1020.65,paid,04-May-2024,wire,USD
INV-01048,CUST-0152,SUB-00759,2025-01-07,02/06/2025 00:00,EUR 806.87,EUR 64.55,EUR 871.42,EUR 871.42,paid,2025/02/26,Credit Card,USD
INV-01371,CUST-0190,SUB-00660,"Oct 03, 2024",17-Nov-2024,$ 125.56,$ 16.32,$ 141.88,$ 141.88,paid,2024-11-22T00:00:00,bank_transfer,EUR
INV-02645,CUST-0350,SUB-00640,09-09-2022,2022-11-08,$ 167.05,$ 0.00,$ 167.05,,Overdue,null,bank_transfer,USD
INV-00370,CUST-0195,SUB-00617,23-Jun-2023,2023-07-23,$ 206.68,$ 20.67,$ 227.35,$ 227.35,paid,07/23/2023 00:00,paypal,GBP
INV-02807,CUST-0020,SUB-00122,2023-08-07,09/06/2023 00:00,AED 679.77,AED 122.36,AED 802.13,AED 802.13,paid,21/09/2023,PAYPAL,GBP
INV-02724,CUST-0298,SUB-00330,03/02/2023,2023-03-05T00:00:00,$207.97,$10.40,$218.37,$218.37,paid,04-04-2023,,USD
INV-00989,CUST-0215,SUB-00491,2025-11-27,2026/01/26,EUR 866.82,EUR 69.35,EUR 936.17,EUR 936.17,paid,26-Jan-2026,,USD
INV-00811,CUST-0214,SUB-00612,06/14/2023 00:00,2023-06-29T00:00:00,$ 1121.91,$ 113.37,$ 1121.91,$ 1121.91,paid,07/29/2023 00:00,,AED
INV-02714,CUST-0323,SUB-00071,02/05/2025 00:00,2025-03-07,$188.20,$18.82,$207.02,$207.02,paid,2025-03-05,PAYPAL,AED
INV-00355,CUST-0284,SUB-00517,06/05/2025 00:00,07/05/2025 00:00,EUR 810.72,EUR 64.86,EUR 875.58,EUR 875.58,paid,2025-07-06,bank_transfer,GBP
INV-00743,CUST-0389,SUB-00421,2023/11/30,2024/01/29,EUR 889.55,EUR 160.12,EUR 1049.67,EUR 1049.67,paid,2024-01-30T00:00:00,Credit Card,EUR
INV-00700,CUST-0138,SUB-00498,"Oct 11, 2023",2023-12-10T00:00:00,$1032.19,$51.61,$1083.80,$1083.80,paid,12-11-2023,,USD
INV-02286,CUST-0120,SUB-00067,2025-05-01T00:00:00,31/05/2025,569.36,113.87,683.23,683.23,paid,05/06/2025,bank_transfer,GBP
INV-00451,CUST-0443,SUB-00295,2024-08-04T00:00:00,2024-09-03T00:00:00,EUR 29.89,EUR 5.98,EUR 35.87,EUR 35.87,paid,09-01-2024,bank_transfer,GBP
INV-01164,CUST-0010,SUB-00240,"Jul 13, 2022",12-Aug-2022,$1151.31,$0.00,$1151.31,,overdue,N/A,PAYPAL,USD
INV-01979,CUST-0143,SUB-09620,06/06/2022 00:00,"Jul 06, 2022",EUR 303.50,EUR 60.70,EUR 364.20,EUR 364.20,paid,2022-07-16T00:00:00,wire,USD
INV-02784,CUST-0154,SUB-00151,03/29/2024 00:00,2024-04-28T00:00:00,AED 432.66,AED 34.61,AED 467.27,AED 172.68,partial,05-22-2024,credit_card,EUR
INV-02422,CUST-0369,SUB-00556,12/04/2025 00:00,2026-01-18,USD 148.65,USD 7.43,USD 156.08,USD 156.08,paid,23-Jan-2026,Credit Card,AED
INV-00951,CUST-0126,SUB-00578,"Aug 21, 2022",09-20-2022,$163.03,$16.30,$179.33,$179.33,paid,2022/09/19,credit_card,USD
INV-02181,CUST-0090,SUB-00734,12-24-2025,02-22-2026,EUR 958.30,EUR 47.91,EUR 1006.21,EUR 1006.21,paid,14-Mar-2026,wire,USD
INV-01999,CUST-0291,SUB-00535,2025-01-11T00:00:00,"Mar 12, 2025",$ 140.46,$ 14.26,$ 140.46,$ 140.46,paid,22/03/2025,paypal,AED
INV-02911,CUST-0155,SUB-00299,2023/11/18,12-18-2023,$745.06,$0.00,$745.06,$406.59,partial,"Jan 10, 2024",,USD
INV-00008,CUST-0480,SUB-00153,"Mar 18, 2023",02/05/2023,$ 1015.56,$ 50.78,$ 1066.34,0.00,overdue,,PAYPAL,USD
INV-02954,CUST-0266,SUB-00291,2022/07/10,09/08/2022,EUR 480.51,EUR 0.00,EUR 480.51,EUR 325.45,partial,08/24/2022 00:00,paypal,USD
INV-01546,CUST-0205,SUB-00794,2024-04-17,2024-05-17,AED 250.63,AED 25.06,AED 275.69,AED 275.69,paid,05-20-2024,PAYPAL,USD
INV-01972,CUST-0019,SUB-00411,01/04/2023 00:00,"Feb 03, 2023",$1128.08,$112.81,$1240.89,$1240.89,paid,02/08/2023 00:00,credit_card,AED
INV-02479,CUST-0381,SUB-00662,06/12/2022,2023-01-05,$ 38.25,$ 7.65,$ 45.90,$ 45.90,paid,06/03/2023,Credit Card,GBP
INV-00627,CUST-0488,SUB-00030,2025-03-10T00:00:00,03/25/2025 00:00,USD 829.23,USD 107.80,USD 937.03,USD 937.03,paid,2025-04-24T00:00:00,bank_transfer,GBP
INV-02919,CUST-0438,SUB-00142,2023-04-14T00:00:00,06/13/2023 00:00,EUR 818.61,EUR 0.00,EUR 818.61,EUR 818.61,paid,23/06/2023,paypal,EUR
INV-02592,CUST-0031,SUB-00218,13-May-2025,"May 28, 2025",EUR 193.83,EUR 0.00,EUR 193.83,EUR 193.83,paid,08/26/2025 00:00,bank_transfer,AED
INV-01217,CUST-0155,SUB-00686,"Jul 19, 2022",18-Aug-2022,AED 935.02,AED 74.80,AED 1009.82,AED 1009.82,paid,2022/10/17,Credit Card,AED
INV-01141,CUST-0202,SUB-00379,10/15/2025 00:00,"Nov 14, 2025",$974.01,$48.70,$1022.71,$1022.71,paid,"Dec 14, 2025",Credit Card,USD
INV-00014,CUST-0442,SUB-00444,29/04/2023,29/05/2023,AED 1008.18,AED 100.82,AED 1109.00,AED 1109.00,paid,2023-07-13,PAYPAL,USD
INV-02497,CUST-0273,SUB-00332,13/10/2022,2022-11-12,$98.43,$19.69,$118.12,$118.12,paid,01/11/2023 00:00,paypal,USD
INV-02283,CUST-0218,SUB-00312,"Sep 02, 2022",01/11/2022,147.18,14.72,161.90,161.90,paid,"Nov 02, 2022",Credit Card,USD
INV-00124,CUST-0166,SUB-00189,21/11/2025,2025-12-21,$664.75,$33.24,$697.99,0,UNPAID,N/A,paypal,GBP
INV-02082,CUST-0140,SUB-00680,23/04/2024,2024-06-22,$571.37,$45.71,$617.08,$617.08,paid,21/06/2024,wire,AED
INV-00662,CUST-0021,SUB-00502,2024-05-26,2024-06-25,$965.36,$77.23,$1042.59,$1042.59,paid,07-10-2024,Credit Card,USD
INV-00402,CUST-0326,SUB-00593,07/06/2025,07-07-2025,$566.35,$101.94,$668.29,$668.29,paid,2025-07-08,wire,USD
INV-01189,CUST-0131,SUB-00036,2024-08-22T00:00:00,10-21-2024,519.74,51.97,571.71,571.71,paid,11/05/2024 00:00,wire,USD
INV-00536,CUST-0094,SUB-00198,"May 10, 2023",2023/05/25,EUR 891.28,EUR 115.87,EUR 1007.15,EUR 1007.15,paid,2023/06/14,,USD
INV-02657,CUST-0458,SUB-00770,09/06/2024,2024-07-24T00:00:00,AED 781.80,AED 140.72,AED 922.52,AED 922.52,paid,2024-10-22,bank_transfer,USD
INV-00564,CUST-0195,SUB-00193,06-Oct-2024,05/12/2024,AED 511.53,AED 102.31,AED 613.84,AED 613.84,paid,"Jan 19, 2025",bank_transfer,USD
INV-02683,CUST-0398,SUB-00506,2024-07-31,14/09/2024,$1029.22,$227.02,$1029.22,$1029.22,paid,2024-09-15,wire,GBP
INV-01521,CUST-0357,SUB-09678,2023/10/15,2023/10/30,AED 763.50,AED 152.70,AED 916.20,AED 916.20,paid,"Nov 19, 2023",credit_card,AED
INV-00103,CUST-0482,SUB-00368,2024-03-16,04-30-2024,$769.69,$38.48,$808.17,$808.17,paid,2024/04/28,wire,USD
INV-01212,CUST-0122,SUB-00316,2023-09-14T00:00:00,10-29-2023,USD 704.73,USD 70.47,USD 775.20,$0.00,unpaid,N/A,Credit Card,AED
INV-01795,CUST-0343,SUB-00752,2022-10-31,2022-11-15,102.22,0.00,102.22,102.22,paid,2022-11-14T00:00:00,,GBP
INV-01128,CUST-0296,SUB-00598,19/10/2025,18-Dec-2025,$823.22,$164.64,$987.86,$987.86,paid,"Feb 01, 2026",credit_card,AED
INV-00571,CUST-0401,SUB-00659,25/04/2025,2025-05-25,$399.97,$52.00,$451.97,$451.97,paid,06/24/2025 00:00,Credit Card,EUR
INV-00447,CUST-0409,SUB-00276,"Aug 07, 2024",2024-09-21,475.26,61.78,537.04,537.04,paid,2024-09-22T00:00:00,PAYPAL,AED
INV-02346,CUST-0234,SUB-00421,2023/10/29,2023/11/28,$288.33,$14.42,$302.75,$302.75,paid,28-Nov-2023,paypal,USD
INV-02033,CUST-0299,SUB-00271,2025-11-01,2025/12/01,$171.80,$22.33,$194.13,$194.13,paid,21/12/2025,paypal,AED
INV-02055,CUST-0363,SUB-00412,05/27/2025 00:00,26/06/2025,$361.54,$18.08,$379.62,$379.62,paid,2025/07/11,wire,USD
INV-02201,CUST-0376,SUB-00300,2025-08-06,21/08/2025,$819.41,$0.00,$819.41,$819.41,paid,2025-08-31,PAYPAL,USD
INV-00789,CUST-0044,SUB-00208,2023-11-14T00:00:00,12-14-2023,$523.72,$0.00,$523.72,$394.28,partial,2024-01-07T00:00:00,bank_transfer,USD
INV-02931,CUST-0019,SUB-00270,08/16/2022 00:00,2022/09/15,EUR 530.31,EUR 42.42,EUR 572.73,EUR 572.73,paid,2022/09/20,,GBP
INV-00126,CUST-0436,SUB-00117,2022-10-30,11/29/2022 00:00,$656.49,$85.34,$741.83,$481.14,partial,"Dec 10, 2022",bank_transfer,USD
INV-00491,CUST-0080,SUB-09823,2022/06/10,2022-07-25,USD 750.11,USD 150.02,USD 900.13,USD 900.13,paid,"Jul 26, 2022",,USD
INV-01317,CUST-0495,SUB-00765,08-12-2024,08-27-2024,USD 366.17,USD 0.00,USD 366.17,USD 366.17,paid,2024/11/25,paypal,USD
INV-01125,CUST-0231,SUB-00222,2022-06-18,2022/08/02,$467.25,$23.36,$490.61,$490.61,paid,07-Aug-2022,,GBP
INV-02398,CUST-0171,SUB-00267,28-Jul-2024,27/08/2024,$342.24,$44.49,$386.73,$386.73,paid,2024-09-06,bank_transfer,USD
INV-02815,CUST-0177,SUB-00562,2024/01/08,2024/02/07,USD 475.95,USD 61.87,USD 537.82,$0.00,Overdue,,Credit Card,USD
INV-00500,CUST-0381,SUB-00060,09/14/2023 00:00,2023-11-13T00:00:00,$152.54,$30.51,$183.05,$183.05,paid,2023-11-28T00:00:00,Credit Card,EUR
INV-02103,CUST-0412,SUB-00375,05-13-2023,"Jun 12, 2023",EUR 1028.09,EUR 205.62,EUR 1233.71,EUR 1233.71,paid,06/15/2023 00:00,PAYPAL,AED
INV-02972,CUST-0277,SUB-00150,2023-11-07T00:00:00,2023/12/07,AED 140.59,AED 25.31,AED 165.90,AED 165.90,paid,2024/03/06,credit_card,EUR
INV-02776,CUST-0118,SUB-00081,01/05/2025 00:00,"Jan 20, 2025",$1071.11,$85.69,$1156.80,$1156.80,paid,01-20-2025,bank_transfer,USD
INV-02364,CUST-0213,SUB-00190,11-11-2022,12-11-2022,783.08,140.95,924.03,924.03,paid,2022/12/26,bank_transfer,USD
INV-00007,CUST-0029,SUB-00788,2023-09-28,2023/11/27,EUR 527.17,EUR 52.72,EUR 579.89,EUR 579.89,paid,12-27-2023,PAYPAL,GBP
INV-00309,CUST-0285,SUB-00485,2023-02-10,04/11/2023 00:00,$ 556.62,$ 27.83,$ 584.45,$ 584.45,paid,12-Apr-2023,PAYPAL,USD
INV-01702,CUST-0177,SUB-00463,07/01/2023,2023-02-06T00:00:00,USD 511.34,USD 102.27,USD 613.61,USD 613.61,paid,07/02/2023,bank_transfer,USD
INV-02027,CUST-0103,SUB-09080,01/22/2023 00:00,2023-02-21,$ 775.29,$ 203.77,$ 914.84,$ 914.84,paid,03-23-2023,PAYPAL,USD
INV-02939,CUST-0492,SUB-09150,"Jun 18, 2024",2024-07-18T00:00:00,$ 1033.31,$ 186.00,$ 1219.31,$ 1219.31,paid,2024-09-16T00:00:00,PAYPAL,USD
INV-02920,CUST-0423,SUB-00375,2023-10-12T00:00:00,2023-12-11T00:00:00,AED 1191.04,AED 119.10,AED 1310.14,AED 1310.14,paid,"Dec 31, 2023",Credit Card,USD
INV-02876,CUST-0428,SUB-00351,10-29-2022,"Nov 28, 2022",USD 1179.52,USD 212.31,USD 1391.83,USD 1391.83,paid,"Dec 28, 2022",,USD
INV-01453,CUST-0261,SUB-00027,12-06-2023,2023/12/21,$111.25,$14.46,$125.71,$125.71,paid,"Jan 20, 2024",wire,USD
INV-02821,CUST-0255,SUB-00406,"Jun 18, 2024",08/17/2024 00:00,$1099.84,$197.97,$1297.81,$1297.81,paid,"Aug 16, 2024",bank_transfer,AED
INV-02758,CUST-0100,SUB-00595,2025-07-02T00:00:00,2025/08/01,$698.59,$139.72,$838.31,$838.31,paid,2025-08-16,wire,AED
INV-01623,CUST-0465,SUB-00363,2022-07-08T00:00:00,2022-08-07,$324.07,$25.93,$350.00,$350.00,paid,08/10/2022 00:00,Credit Card,USD
INV-02806,CUST-0160,SUB-00020,07-11-2024,10/08/2024,$278.73,$22.30,$301.03,$301.03,paid,13-Aug-2024,wire,AED
INV-00425,CUST-0284,SUB-00628,"Jul 19, 2025","Sep 17, 2025",USD 49.46,USD 4.95,USD 54.41,USD 54.41,paid,07-Oct-2025,bank_transfer,GBP
INV-02892,CUST-0265,SUB-00750,18/07/2022,2022-08-17,$383.73,$49.88,$433.61,,Overdue,N/A,credit_card,GBP
INV-01112,CUST-0050,SUB-00147,06/20/2025 00:00,2025-08-04T00:00:00,USD 1182.29,USD 94.58,USD 1276.87,USD 1276.87,paid,09-03-2025,credit_card,EUR
INV-02552,CUST-0162,SUB-00194,2025-05-18T00:00:00,2025-06-17,AED 1166.82,AED 116.68,AED 1283.50,AED 1283.50,paid,"Jun 22, 2025",paypal,EUR
INV-01412,CUST-0339,SUB-00306,10-02-2025,"Nov 01, 2025",$816.54,$0.00,$816.54,$816.54,paid,2026-01-30,paypal,USD
INV-00439,CUST-0485,SUB-00593,08/29/2024 00:00,10-28-2024,$594.45,$59.45,$653.90,$653.90,paid,2024/12/27,Credit Card,AED
INV-01747,CUST-0321,SUB-09924,11-16-2024,31/12/2024,$1098.81,$87.90,$1186.71,,UNPAID,N/A,paypal,AED
INV-01255,CUST-0230,SUB-09263,"Feb 04, 2024",03/20/2024 00:00,$286.24,$14.31,$300.55,$300.55,paid,2024-03-20,wire,EUR
INV-01852,CUST-0142,SUB-00706,08/06/2025 00:00,05/09/2025,$418.41,$41.84,$460.25,$460.25,paid,2025-11-04T00:00:00,credit_card,EUR
INV-00298,CUST-0107,SUB-00620,05-08-2024,2024-06-07,$1200.00,$240.00,$1440.00,$1440.00,paid,"Jun 22, 2024",PAYPAL,USD
INV-00626,CUST-0247,SUB-00520,02-09-2025,11/03/2025,$218.51,$17.48,$235.99,$235.99,paid,"Apr 10, 2025",,AED
INV-02953,CUST-0355,SUB-00115,"Jul 04, 2023",03/08/2023,$460.96,$59.92,$520.88,$520.88,paid,"Aug 06, 2023",bank_transfer,USD
INV-02516,CUST-0233,SUB-00518,11/01/2024 00:00,12/01/2024 00:00,$239.90,$0.00,$239.90,,Overdue,,PAYPAL,USD
INV-02270,CUST-0132,SUB-00191,2024-10-26,"Nov 25, 2024",$737.20,$132.70,$869.90,$869.90,paid,"Nov 23, 2024",Credit Card,USD
INV-02438,CUST-0178,SUB-00725,2025/10/02,2025-11-01,AED 337.48,AED 0.00,AED 337.48,AED 337.48,paid,11/16/2025 00:00,bank_transfer,GBP
INV-00550,CUST-0376,SUB-00475,2024-01-10T00:00:00,"Feb 24, 2024",331.17,0.00,331.17,331.17,paid,"Feb 24, 2024",wire,EUR
INV-01012,CUST-0186,SUB-00027,2024-12-26,25-Jan-2025,$890.08,$44.50,$934.58,,unpaid,,wire,GBP
INV-02138,CUST-0187,SUB-00586,14/07/2024,08-13-2024,$1094.00,$322.90,$1148.70,0.00,unpaid,,,EUR
INV-01872,CUST-0201,SUB-00546,2025/02/01,03/03/2025 00:00,$478.83,$62.25,$541.08,$541.08,paid,13/03/2025,paypal,AED
INV-00102,CUST-0162,SUB-00147,02-Feb-2023,2023-03-04T00:00:00,$ 1086.88,$ 108.69,$ 1195.57,$ 1195.57,paid,2023-05-03T00:00:00,PAYPAL,EUR
INV-02264,CUST-0321,SUB-00388,10/10/2025,2025/10/25,AED 385.78,AED 94.93,AED 462.94,AED 462.94,paid,2025-10-28T00:00:00,bank_transfer,USD
INV-00947,CUST-0304,SUB-00555,2025-10-27T00:00:00,26/11/2025,$501.69,$50.17,$551.86,$551.86,paid,27-Nov-2025,wire,AED
INV-01472,CUST-0073,SUB-00790,08-16-2024,15/10/2024,EUR 290.50,EUR 23.24,EUR 313.74,EUR 313.74,paid,12-14-2024,Credit Card,GBP
INV-02731,CUST-0061,SUB-00114,14-Nov-2022,"Dec 14, 2022",$1129.61,$203.33,$1332.94,0.00,overdue,,,AED
INV-00543,CUST-0036,SUB-00622,01-30-2024,"Mar 15, 2024",$404.75,$20.24,$424.99,,overdue,,bank_transfer,USD
INV-02156,CUST-0041,SUB-00439,04-Mar-2025,03-Apr-2025,$533.28,$106.66,$639.94,$639.94,paid,23-Apr-2025,wire,USD
INV-00347,CUST-0042,SUB-00162,11-14-2024,2024-12-14T00:00:00,$44.35,$3.55,$47.90,$47.90,paid,12/02/2025,bank_transfer,AED
INV-02620,CUST-0027,SUB-00781,09/01/2022 00:00,01-Oct-2022,AED 903.25,AED 0.00,AED 903.25,AED 903.25,paid,09/29/2022 00:00,bank_transfer,USD
INV-00054,CUST-0293,SUB-00262,2025-09-30,2025/10/30,$1144.72,$148.81,$1293.53,$1293.53,paid,2025-10-29T00:00:00,bank_transfer,EUR
INV-00702,CUST-0201,SUB-00699,08-25-2025,2025-09-24,$915.12,$183.02,$1098.14,$1098.14,paid,2025/09/23,PAYPAL,GBP
INV-02234,CUST-0180,SUB-00731,03-Mar-2024,02-Apr-2024,USD 191.32,USD 38.26,USD 229.58,USD 229.58,paid,04-22-2024,Credit Card,AED
INV-02104,CUST-0166,SUB-00630,2022/12/31,15/01/2023,$1038.99,$0.00,$1038.99,,unpaid,N/A,wire,USD
INV-00383,CUST-0275,SUB-00378,2023/12/31,2024/01/30,$954.77,$47.74,$1002.51,$1002.51,paid,2024-01-31T00:00:00,PAYPAL,USD
INV-02086,CUST-0432,SUB-00703,12-25-2023,01-24-2024,EUR 727.33,EUR 94.55,EUR 821.88,EUR 821.88,paid,23/02/2024,,EUR
INV-01594,CUST-0325,SUB-00775,14-May-2025,06/13/2025 00:00,EUR 280.13,EUR 0.00,EUR 280.13,EUR 280.13,paid,2025/06/14,,GBP
INV-01320,CUST-0436,SUB-00247,07-Jan-2024,"Feb 06, 2024",$438.35,$35.07,$473.42,$473.42,paid,"Feb 09, 2024",bank_transfer,AED
INV-00617,CUST-0077,SUB-00297,25/02/2025,03/12/2025 00:00,$412.76,$33.02,$445.78,$445.78,paid,2025-03-13T00:00:00,Credit Card,AED
INV-01742,CUST-0420,SUB-00462,"Oct 06, 2022",2022/11/20,$1100.19,$143.02,$1243.21,$1243.21,paid,18-Feb-2023,paypal,USD
INV-00353,CUST-0254,SUB-00504,"Jul 01, 2024",08-30-2024,$233.65,$18.69,$252.34,$252.34,paid,2024-09-14T00:00:00,credit_card,EUR
INV-02018,CUST-0299,SUB-00771,07/12/2024 00:00,2024-08-11T00:00:00,704.87,70.49,775.36,775.36,paid,2024-09-10,paypal,USD
INV-01552,CUST-0463,SUB-00202,02-02-2025,2025/03/04,$406.92,$0.00,$406.92,$406.92,paid,03-Mar-2025,Credit Card,GBP
INV-02651,CUST-0025,SUB-09473,2025/12/24,01/23/2026 00:00,$969.74,$193.95,$1163.69,$1163.69,paid,2026/01/24,wire,USD
INV-00077,CUST-0322,SUB-00066,01-Aug-2023,16/08/2023,$1140.68,$0.00,$1140.68,$1140.68,paid,26/08/2023,bank_transfer,USD
INV-01587,CUST-0117,SUB-00394,11/03/2025,2025-04-10,$802.11,$144.38,$946.49,$946.49,paid,2025-06-09T00:00:00,Credit Card,AED
INV-02513,CUST-0156,SUB-00530,2025-10-03,02/12/2025,USD 1073.82,USD 0.00,USD 1073.82,USD 1073.82,paid,2026-03-02,Credit Card,USD
INV-01570,CUST-0366,SUB-00068,2023/03/19,2023/04/18,$480.18,$48.02,$528.20,$528.20,paid,2023-04-28T00:00:00,paypal,USD
INV-01556,CUST-0236,SUB-00404,2022-07-25T00:00:00,2022-08-24,411.63,41.16,452.79,452.79,paid,"Aug 24, 2022",credit_card,USD
INV-02116,CUST-0049,SUB-00341,2025/12/28,01-27-2026,$824.25,$164.85,$989.10,$989.10,paid,04/27/2026 00:00,paypal,USD
INV-02120,CUST-0311,SUB-09618,03-17-2025,2025-05-01T00:00:00,$698.35,$34.95,$838.02,$838.02,paid,30/07/2025,wire,USD
INV-02623,CUST-0459,SUB-09773,10-27-2023,12-26-2023,EUR 142.21,EUR 4.35,EUR 153.59,EUR 153.59,paid,2023-12-29T00:00:00,credit_card,USD
INV-01036,CUST-0172,SUB-00640,04-22-2025,21/06/2025,$187.59,$0.00,$187.59,$139.66,partial,2025-07-10,bank_transfer,USD
INV-00653,CUST-0038,SUB-00351,2024-07-25T00:00:00,2024-08-24T00:00:00,$171.47,$0.00,$171.47,$171.47,paid,2024-08-22T00:00:00,Credit Card,USD
